id,lastpage,startdate,datestamp,randnumber,case1a1,case1a2,case1a3,case1a4,case1a5,case1a6,case1a7,case1a8,case1a9,case1b1,case1b2,case1b3,case1b4,case1b5,case1b6,case1b7,case1b8,case1b9,case1c1,case1c2,case1c3,case1c4,case1c5,case1c6,case1c7,case1c8,case1c9,case1d1,case1d2,case1d3,case1d4,case1d5,case1d6,case1d7,case1d8,case1d9,case2a1,case2a2,case2a3,case2a4,case2a5,case2a6,case2a7,case2a8,case2a9,case2a10,case2a11,case2a12,case2a13,case2a14,case2a15,case2b1,case2b2,case2b3,case2b4,case2b5,case2b6,case2b7,case2b8,case2b9,case2b10,case2b11,case2b12,case2b13,case2b14,case2b15,kontrolle1,kontrolle2b,wuerde,mitbewohner,wohnraum,alter,geschlecht,einkommen,bildung,bundesland,politik,abschluss
348,89,2026-03-20 15:48:25,2026-03-20 15:54:40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,130.0,38.0,3.0,3100.0,5.0,8.0,2.0,
349,44,2026-03-20 15:50:10,2026-03-20 15:50:27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,79,2026-03-20 15:57:27,2026-03-20 15:58:49,2,,,,,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
351,89,2026-03-20 15:57:35,2026-03-20 16:03:45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,154.0,57.0,1.0,0.0,5.0,9.0,4.0,
352,89,2026-03-20 16:03:39,2026-03-20 16:08:59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,80.0,1.0,60.0,42.0,1.0,2450.0,4.0,10.0,3.0,
353,89,2026-03-20 16:08:45,2026-03-20 16:12:30,2,,,,,,,,,,10.0,10.0,25.0,35.0,95.0,80.0,95.0,75.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,4.0,120.0,40.0,3.0,3550.0,7.0,14.0,6.0,
354,89,2026-03-20 16:12:47,2026-03-20 16:17:37,1,-5.0,-3.0,-1.0,-4.0,0.0,2.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,52.0,72.0,1.0,1900.0,5.0,13.0,4.0,
355,89,2026-03-20 16:25:19,2026-03-20 16:28:15,2,,,,,,,,,,0.0,9.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,3.0,60.0,51.0,1.0,1250.0,5.0,2.0,4.0,
356,34,2026-03-20 16:27:20,2026-03-20 16:29:10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,89,2026-03-20 16:28:34,2026-03-20 16:33:10,1,-9.0,-9.0,-3.0,-1.0,0.0,1.0,3.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,50.0,59.0,1.0,2300.0,5.0,10.0,4.0,
358,34,2026-03-20 16:32:58,2026-03-20 16:33:25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2,2026-03-20 16:33:34,2026-03-20 16:33:34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2,2026-03-20 16:38:43,2026-03-20 16:38:43,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,79,2026-03-20 16:45:01,2026-03-20 16:48:40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
362,89,2026-03-20 16:45:52,2026-03-20 17:14:49,1,100.0,1.0,0.0,-3.0,0.0,1.0,3.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,120.0,68.0,3.0,5000.0,4.0,2.0,3.0,
363,89,2026-03-20 16:52:20,2026-03-20 16:54:49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,67.0,40.0,3.0,2300.0,6.0,15.0,2.0,
364,89,2026-03-20 17:00:49,2026-03-20 17:03:41,1,-10.0,-8.0,-5.0,-1.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,64.0,43.0,1.0,2000.0,11.0,2.0,4.0,
365,89,2026-03-20 17:13:08,2026-03-20 17:17:47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,89.0,63.0,1.0,1500.0,5.0,2.0,4.0,
366,89,2026-03-20 17:17:55,2026-03-20 17:25:20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,50.0,3.0,100.0,22.0,1.0,0.0,4.0,7.0,3.0,
367,15,2026-03-20 17:19:50,2026-03-20 17:20:11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,89,2026-03-20 17:23:54,2026-03-20 17:31:03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1000.0,-8.0,-5.0,-4.0,0.0,5.0,5.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,110.0,62.0,3.0,4000.0,5.0,7.0,3.0,
369,79,2026-03-20 17:27:39,2026-03-20 17:29:48,1,-50.0,-20.0,-25.0,0.0,0.0,15.0,33.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
370,89,2026-03-20 17:28:50,2026-03-20 17:43:46,1,0.0,-60.0,40.0,20.0,-60.0,60.0,-60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,70.0,36.0,1.0,2800.0,3.0,13.0,6.0,
371,2,2026-03-20 17:34:37,2026-03-20 17:34:37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,89,2026-03-20 17:55:52,2026-03-20 18:24:23,3,,,,,,,,,,,,,,,,,,,0.0,0.0,20.0,70.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,65.0,2.0,102.0,69.0,1.0,1000.0,5.0,16.0,2.0,
373,79,2026-03-20 17:56:34,2026-03-20 18:00:59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
374,89,2026-03-20 17:56:52,2026-03-20 18:00:51,3,,,,,,,,,,,,,,,,,,,-100.0,-70.0,-30.0,-5.0,0.0,-10.0,5.0,-5.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,4.0,220.0,29.0,3.0,4500.0,4.0,7.0,5.0,
375,89,2026-03-20 17:57:10,2026-03-20 18:00:15,3,,,,,,,,,,,,,,,,,,,-110.0,-90.0,-70.0,-50.0,-30.0,-10.0,0.0,30.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,80.0,28.0,1.0,4500.0,8.0,2.0,4.0,
376,89,2026-03-20 17:57:14,2026-03-20 18:01:35,2,,,,,,,,,,-100.0,-80.0,-80.0,-50.0,0.0,-20.0,-50.0,-60.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,3.0,75.0,46.0,1.0,,5.0,2.0,4.0,
377,89,2026-03-20 17:57:34,2026-03-20 18:02:53,1,80.0,60.0,40.0,20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,4.0,120.0,30.0,1.0,3000.0,7.0,3.0,5.0,
378,89,2026-03-20 18:01:15,2026-03-20 18:30:36,2,,,,,,,,,,-10.0,-8.0,-5.0,-2.0,0.0,2.0,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,2.0,60.0,43.0,1.0,1300.0,3.0,10.0,4.0,
379,79,2026-03-20 18:13:55,2026-03-20 18:19:19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,
380,89,2026-03-20 18:18:55,2026-03-20 18:25:00,2,,,,,,,,,,8.0,6.0,4.0,2.0,0.0,1.0,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,1.0,200.0,74.0,1.0,0.0,5.0,2.0,4.0,
381,79,2026-03-20 18:37:16,2026-03-20 18:41:13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,-5.0,-1.0,0.0,2.0,-2.0,-5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
382,89,2026-03-20 18:39:31,2026-03-20 18:47:34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0,1.0,50.0,2.0,60.0,43.0,3.0,1800.0,5.0,1.0,4.0,
383,44,2026-03-20 18:49:26,2026-03-20 18:49:41,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,89,2026-03-20 18:51:58,2026-03-20 19:01:09,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,120.0,57.0,1.0,2800.0,3.0,2.0,3.0,
385,89,2026-03-20 19:01:46,2026-03-20 19:06:38,1,-6.0,-5.0,-3.0,-2.0,0.0,2.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,80.0,4.0,120.0,39.0,3.0,5000.0,8.0,2.0,5.0,
386,2,2026-03-20 19:09:11,2026-03-20 19:09:11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,89,2026-03-20 19:11:45,2026-03-20 19:19:25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,7.0,1.0,35.0,2.0,90.0,33.0,3.0,2500.0,7.0,11.0,3.0,
388,89,2026-03-20 19:15:18,2026-03-20 19:17:44,1,-10.0,-8.0,-5.0,-2.0,0.0,2.0,4.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,3.0,80.0,23.0,1.0,2000.0,7.0,7.0,1.0,
389,79,2026-03-20 19:19:33,2026-03-20 19:24:28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
390,89,2026-03-20 19:20:24,2026-03-20 19:28:19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,140.0,49.0,1.0,3400.0,5.0,11.0,4.0,
391,89,2026-03-20 19:24:37,2026-03-20 19:32:44,3,,,,,,,,,,,,,,,,,,,-80.0,60.0,-40.0,30.0,0.0,30.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,3.0,160.0,72.0,3.0,3200.0,8.0,9.0,4.0,
392,89,2026-03-20 19:26:27,2026-03-20 19:30:29,1,-100.0,-10.0,-5.0,-2.0,0.0,2.0,5.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,1.0,33.0,29.0,3.0,775.0,5.0,7.0,5.0,
393,15,2026-03-20 19:26:46,2026-03-20 20:43:05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,34,2026-03-20 19:37:17,2026-03-20 19:38:41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,79,2026-03-20 19:38:01,2026-03-20 19:40:33,3,,,,,,,,,,,,,,,,,,,56.0,27.0,80.0,0.0,78.0,68.0,100.0,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
396,89,2026-03-20 19:44:56,2026-03-20 19:48:55,2,,,,,,,,,,-100.0,-80.0,-50.0,-25.0,100.0,-25.0,-50.0,80.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,88.0,45.0,1.0,4500.0,8.0,2.0,5.0,
397,89,2026-03-20 19:48:58,2026-03-20 20:01:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.5,-20.0,-10.0,0.0,-10.0,0.0,0.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,65.0,1.0,64.0,58.0,1.0,2500.0,5.0,3.0,4.0,
398,5,2026-03-20 19:49:35,2026-03-20 19:50:34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,25,2026-03-20 19:59:37,2026-03-20 19:59:51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,24,2026-03-20 20:04:39,2026-03-20 20:04:55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,79,2026-03-20 20:04:40,2026-03-20 20:06:35,2,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
402,35,2026-03-20 20:07:52,2026-03-20 20:09:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,89,2026-03-20 20:08:57,2026-03-20 20:14:16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,130.0,71.0,3.0,2500.0,7.0,15.0,5.0,
404,5,2026-03-20 20:12:57,2026-03-20 20:13:52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,89,2026-03-20 20:13:29,2026-03-20 20:17:21,3,,,,,,,,,,,,,,,,,,,-8.0,-5.0,-2.0,-2.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,190.0,33.0,3.0,3900.0,6.0,1.0,5.0,
406,89,2026-03-20 20:14:39,2026-03-20 20:18:06,3,,,,,,,,,,,,,,,,,,,0.0,20.0,50.0,20.0,100.0,80.0,140.0,60.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,30.0,27.0,3.0,1900.0,4.0,1.0,2.0,
407,2,2026-03-20 20:17:31,2026-03-20 20:17:39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,89,2026-03-20 20:28:06,2026-03-20 20:34:38,3,,,,,,,,,,,,,,,,,,,-100.0,-8.0,-4.0,-1.0,1.0,4.0,5.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,125.0,61.0,1.0,1040.0,3.0,2.0,2.0,
409,89,2026-03-20 20:52:01,2026-03-20 20:56:47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-50.0,-50.0,0.0,0.0,0.0,0.0,-100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,70.0,31.0,3.0,2900.0,5.0,10.0,4.0,
410,89,2026-03-20 21:10:06,2026-03-20 21:14:32,3,,,,,,,,,,,,,,,,,,,-10.0,-5.0,-2.0,-1.0,0.0,-1.0,3.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,4.0,180.0,24.0,1.0,2000.0,5.0,7.0,4.0,
411,89,2026-03-20 21:18:08,2026-03-20 21:23:47,2,,,,,,,,,,-1000.0,-100.0,-70.0,-50.0,0.0,30.0,50.0,70.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,3.0,80.0,35.0,1.0,2400.0,7.0,4.0,3.0,
412,45,2026-03-20 21:22:56,2026-03-20 21:23:29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,89,2026-03-20 21:24:38,2026-03-20 21:31:10,2,,,,,,,,,,10.0,10.0,10.0,1.0,0.0,1.0,5.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,3.0,110.0,54.0,1.0,2000.0,3.0,1.0,4.0,
414,89,2026-03-20 21:34:42,2026-03-20 21:38:49,2,,,,,,,,,,10.0,8.0,10.0,3.0,0.0,0.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,55.0,38.0,1.0,2900.0,5.0,1.0,3.0,
415,3,2026-03-20 21:38:51,2026-03-20 21:39:14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,89,2026-03-20 21:47:44,2026-03-20 21:52:00,2,,,,,,,,,,-100.0,-5.0,-3.0,0.0,0.0,45.0,60.0,50.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,15.0,2.0,70.0,37.0,1.0,0.0,7.0,2.0,4.0,
417,38,2026-03-20 22:05:12,2026-03-20 22:08:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,10.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,89,2026-03-20 22:09:16,2026-03-20 22:13:38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,120.0,38.0,1.0,2300.0,5.0,10.0,4.0,
419,89,2026-03-20 22:11:05,2026-03-20 22:22:01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-5.0,-3.0,0.0,-2.0,-2.0,-3.0,-10.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,152.0,74.0,3.0,1200.0,4.0,2.0,5.0,
420,77,2026-03-20 22:13:57,2026-03-20 22:35:56,1,25.0,25.0,33.0,25.0,24.0,10.0,20.0,23.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
421,39,2026-03-20 22:22:54,2026-03-20 22:25:45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,79,2026-03-20 22:36:07,2026-03-20 22:41:29,3,,,,,,,,,,,,,,,,,,,80.0,60.0,40.0,20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
423,14,2026-03-20 22:45:29,2026-03-20 22:48:11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,89,2026-03-20 23:17:44,2026-03-20 23:36:24,3,,,,,,,,,,,,,,,,,,,8030.0,6030.0,4030.0,2030.0,30.0,30.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,55.0,1.0,55.0,70.0,1.0,1688.0,6.0,2.0,3.0,
425,60,2026-03-20 23:20:36,2026-03-20 23:21:08,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,89,2026-03-20 23:26:44,2026-03-20 23:38:29,3,,,,,,,,,,,,,,,,,,,-100.0,-100.0,-50.0,-20.0,0.0,2.0,40.0,100.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,3.0,120.0,28.0,3.0,4200.0,7.0,15.0,5.0,
427,2,2026-03-20 23:49:16,2026-03-20 23:49:16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,28,2026-03-20 23:55:12,2026-03-20 23:57:34,3,,,,,,,,,,,,,,,,,,,,60.0,40.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,79,2026-03-21 00:51:41,2026-03-21 00:52:43,3,,,,,,,,,,,,,,,,,,,0.0,2.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
430,44,2026-03-21 01:01:18,2026-03-21 01:01:28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,60,2026-03-21 01:50:51,2026-03-21 01:51:09,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,89,2026-03-21 04:35:16,2026-03-21 04:41:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.0,-80.0,-20.0,-10.0,0.0,-10.0,0.0,-100.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,25.0,3.0,100.0,49.0,1.0,3000.0,7.0,1.0,5.0,
433,34,2026-03-21 05:15:27,2026-03-21 05:15:53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2,2026-03-21 05:36:17,2026-03-21 05:36:17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,2,2026-03-21 06:57:18,2026-03-21 06:57:18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,79,2026-03-21 06:57:35,2026-03-21 07:00:38,2,,,,,,,,,,-10.0,-8.0,-6.0,-4.0,0.0,2.0,5.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,,
